date,age_wf_ig,ami_v_wf_ig,ami_wf_ig,ar_sprd_wf_ig,b_amd_m_wf_ig,b_amd_wf_ig,b_coskew_wf_ig,b_cpi_vol6_wf_ig,b_cptlt_wf_ig,b_credit_wf_ig,b_crf_wf_ig,b_dcpi_wf_ig,b_dcredit_wf_ig,b_defb_wf_ig,b_drf_wf_ig,b_dunc3_wf_ig,b_dunc6_wf_ig,b_dunc_wf_ig,b_duncf_wf_ig,b_duncr_wf_ig,b_dvix_dn_wf_ig,b_dvix_up_wf_ig,b_dvix_va_wf_ig,b_dvix_vp_wf_ig,b_dvix_wf_ig,b_dvixd_wf_ig,b_epu_wf_ig,b_epum_wf_ig,b_eput_wf_ig,b_illiq_wf_ig,b_lrf_wf_ig,b_lvl_wf_ig,b_mktb_dn_wf_ig,b_mktb_mkt_wf_ig,b_mktb_up_wf_ig,b_mktb_wf_ig,b_mktbx_dcapm_wf_ig,b_mktrf_mkt_wf_ig,b_psb_m_wf_ig,b_psb_wf_ig,b_rsj_wf_ig,b_rvol_wf_ig,b_term_dcapm_wf_ig,b_termb_wf_ig,b_unc_wf_ig,b_vix_wf_ig,b_ysp_wf_ig,bbtm_wf_ig,convx_wf_ig,cs_mu12_1_wf_ig,cs_sprd_wf_ig,cs_wf_ig,db_mkt_wf_ig,dcs6_wf_ig,dkurt_wf_ig,dskew_wf_ig,dvol_idio_wf_ig,dvol_sys_wf_ig,dvol_wf_ig,es_90_wf_ig,idimom12_1_wf_ig,idimom3_1_wf_ig,idimom6_1_wf_ig,ilq_wf_ig,iltr24_3_wf_ig,iltr30_6_wf_ig,iltr48_12_wf_ig,imom12_1_wf_ig,imom1_wf_ig,imom3_1_wf_ig,iskew_wf_ig,ivol_bbw_wf_ig,ivol_mkt_wf_ig,ivol_vp_wf_ig,lix_wf_ig,ltr24_3_wf_ig,ltr30_6_wf_ig,ltr48_12_wf_ig,md_dur_wf_ig,mom12_1_wf_ig,mom12_7_wf_ig,mom3_1_wf_ig,mom6_1_wf_ig,mom9_1_wf_ig,p_fht_wf_ig,p_zro_wf_ig,pi_wf_ig,rkt_wf_ig,roll_wf_ig,rsj_wf_ig,rsk_wf_ig,rvol_wf_ig,spd_abs_wf_ig,spd_rel_wf_ig,str_wf_ig,sysmom12_1_wf_ig,sysmom3_1_wf_ig,sysmom6_1_wf_ig,sze_wf_ig,tmat_wf_ig,val_hz_dts_wf_ig,val_hz_wf_ig,val_ipr_dts_wf_ig,val_ipr_wf_ig,var_90_wf_ig,var_95_wf_ig,vov_wf_ig,ytm_wf_ig
2002-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,0.001095627445,-0.004829256732,-0.003668421637,-0.003391559262,,,-0.01361687013,0.008640248638,-0.00587185461,-0.01425953408,-0.01191989398,0.0002352508789,0.008044800309,-0.01425699993,-0.01311248845,0.00701737322,0.01315321988,0.003032548556,0.01250109922,-0.003327200524,0.001401827138,0.007315191012,,,-0.01124836011,-0.004863594201,-0.00634262167,-0.009489451424,0.000642846603,,,0.01391234176,0.005691902461,-0.01001457869,-0.01591803829,-0.0113487421,-0.01486686153,0.005045348612,,,,,-0.004816977452,-0.01375211133,0.01264750522,-0.0007540377989,-0.007353051665,-0.003694457005,-0.01089714881,-0.0002730663987,-0.004184315501,0.0003481310436,-0.003796200882,-0.004663976723,0.0008485890683,-0.004580334721,-0.005274851333,-0.005058857682,-0.005843062754,-0.003880949036,0.002754876465,-0.00383276791,-0.001907386946,-0.002754842553,0.009005434312,0.01176135384,0.004120996755,0.002225214931,0.00167254856,-0.005305185143,-0.008151895613,,-0.008840624147,,-0.003344623724,-0.003574084442,-0.0005892822322,0.002906471926,-0.01090869095,-0.0009137390232,-0.001283232576,0.00377709589,0.003103815198,0.0006971956255,-0.0007371185794,0.003409966308,-0.0007445931548,0.003548895415,-0.003806724773,-0.002557841529,-0.004645213729,-0.003691311413,-0.005718265441,-0.005873661507,0.002236412818,-9.320497477e-05,0.007551943452,0.004893559104,-0.004041181139,-0.01134094717,0.008713212568,0.005545640278,0.006791177284,0.004258072587,-0.01102027455,-0.006415613427,-0.007429491476,-0.008953467795
2002-10-31,0.004284685745,0.003134822869,0.002303969161,0.0004802122082,,,-0.000270805769,0.007424045948,0.007183492307,-0.008886100843,0.01027886531,-0.003038162334,0.001473464155,0.003228358003,0.00740185503,0.0008362586613,0.005613801453,0.002038417324,0.006334759504,-0.002486012856,-0.00131457234,-0.00866974693,,,-0.002839841602,0.001326030827,-0.005525656249,-0.003627785962,-0.001224569602,,,0.01430097946,-0.008555505774,0.00693848701,0.002108819921,0.008864004446,0.005705303343,0.01224923414,,,,,-0.01261020379,-0.007329875443,0.008074527719,-0.0009544435316,0.001372258825,-0.001262428177,0.009406624512,-0.003415257814,0.001256299476,-0.002913714414,0.001345006172,0.003633000392,-0.0006307933799,0.002594071616,0.004177120801,-0.0008127662336,0.004086605593,0.007658003137,0.003377533986,0.002696277977,0.0002069540053,0.001260734147,0.01486295329,0.01630122978,0.01504489183,-0.0103606221,0.007280923853,0.004394159596,-0.00665241851,,0.003597852008,,0.001229120436,-0.002442455395,-0.002648765698,3.453309857e-06,0.00950323997,-0.002239799291,0.004151478742,-0.001495865111,-0.002304880511,-0.003726787588,0.003846432535,-0.0003369094079,0.0002567421392,0.001572067246,0.001525096329,0.002253084888,0.004140542586,0.004071218758,-0.0006693470403,-0.0004334616326,-0.003916537315,-0.009778016523,-0.009724104964,-0.009703008876,-0.003158923401,0.008529181162,-0.005451211492,-0.004293097736,-0.004435978364,-0.004155877474,0.00690521715,0.00394913221,0.002590211092,0.005005318414
2002-11-30,-2.962498224e-05,0.005619703273,0.004536038456,0.005057501676,,,0.004807154833,0.009350451539,0.006206139516,-0.005689508902,0.007954139904,-0.006441318596,-0.008115160066,0.01018931979,0.005658266451,-0.003391838256,-0.0005996725981,-0.007446623999,0.01172111883,-0.005716684251,0.005125321467,-0.01070061283,,,0.002218018225,0.00232029009,0.0009104109604,0.003275276295,0.002522816311,,,0.007889530167,0.004478502869,0.01317769678,0.00710814242,0.009787121611,0.009064421475,-0.008284821138,,,,,0.002370239002,0.006381690662,0.00965691475,-0.001760543077,9.586027777e-05,0.009250941803,0.01403109307,0.002816480767,0.004116848842,0.001974736029,0.00376924088,0.003773365198,0.0002581930627,-0.0003071216914,0.01007623614,0.008659345393,0.01075925713,0.01643281402,0.009335668056,0.002850834128,0.007024759967,0.007039653116,-0.006583038591,-0.002481389245,-0.005494061276,0.004256028537,0.006779697369,0.01483918171,-0.008056184131,,0.01229814929,,0.00661996628,-0.000994967593,0.002585761353,-0.01116112328,0.01330999782,0.0012989991,0.007297368121,-0.003638867641,-0.003283940242,-0.003720324655,0.007859338091,0.002182532641,0.003166248624,-1.30672056e-06,0.006797552655,0.0007400690626,-0.002598922494,0.01076297807,0.005578801026,0.006340466311,-0.007004513411,-0.01600221259,-0.01498008657,-0.0121472889,-0.0005833150104,0.0132367995,-0.006227574159,-0.001114869769,-0.003964798198,0.005003817107,0.01531000291,0.0131543249,0.008434797898,0.01699975255
2002-12-31,-0.0005940079638,-0.004944897166,-0.004805707578,0.0003386327544,,,-0.007799262974,0.006103406105,-0.008647797409,-0.01781102452,-0.01240380502,-0.002883802835,0.005161044974,-0.01605107199,-0.01267339136,0.001049430951,0.008121955317,-0.008513391104,-0.01058931653,-0.01226712659,-0.001882931464,-0.004239974337,,,-0.005822098779,-0.006641194558,-0.008088828808,-0.009683747178,-0.00709575421,,,0.01460894706,0.007770662178,-0.01507273183,-0.01507775315,-0.01128760911,-0.01532631256,0.004630530531,,,,,-0.0003058252591,-0.007743662134,0.008568721539,-0.004250441505,-0.01344851386,-0.000490117098,-0.004245241244,-0.004280808881,-0.002933705935,-0.001963719936,0.003353040856,-0.003694487661,0.0002006403719,-0.003227430343,-0.007745337402,-0.00101224122,-0.008119345323,-0.003992498082,0.002091680012,0.0001908676145,-0.003272293578,-0.003216798946,0.0143453983,0.007382887719,0.02177128488,0.01013587806,0.01766149188,0.01749386314,-0.0003766316897,,-0.006513306119,,-0.001594838937,0.0002704414683,0.0002705812209,0.00323354753,-0.004763654436,-0.001617944549,-0.006356628233,-0.001748119206,-0.002009852854,-0.002492628639,-0.007483435327,-0.003822835221,0.00247896979,-0.004494916253,-0.003151327727,-0.003808722068,-0.002234357448,-0.006845959387,0.0001452795059,-0.0001026197877,-0.003357250402,-0.004050477537,0.007198803029,0.007905365615,0.005778143941,-0.003417533383,0.003188052791,0.002359633102,0.003994129159,-0.002289127362,-0.001685459489,-0.008000180966,-0.00475244254,-0.004498745763
2003-01-31,0.001717222062,0.003009489718,0.002932889503,0.002830848602,,,-0.008807523871,0.02123050827,0.008167494665,-0.01090230679,0.009030082283,-0.0002966341119,0.005867181709,0.004135735084,0.008010898559,-0.01218200031,-0.0103603933,-0.01330209213,0.01299881106,-0.01703640212,-0.002407901983,0.01036046159,,,0.0109661141,0.001338689904,-0.00897218802,-0.004867348449,-0.01372516367,,,0.009934781594,0.003450639977,0.004542386036,-0.003664906247,0.008122671206,0.004449779288,0.001827450414,,,,,-0.01190907993,-0.008109355668,0.009947309143,0.001088346796,-0.0008525615068,0.004405740393,0.003368167474,0.005638641405,0.003089541798,0.004646472959,0.005203140205,-0.00271657848,-0.001783440628,-0.0006875702898,0.006643792176,0.005414950548,0.006251034364,0.01546217953,0.00767278686,-0.00487159001,0.002169975839,0.004722165356,-0.01047088278,-0.01032500894,-0.009822287805,-0.0100232201,-0.004427874644,-0.0165351978,-0.01094865017,,0.01507967717,,0.004227980505,0.00120791711,0.002615616074,0.0004783766865,0.003247158417,-0.002843501292,0.001136285015,0.001022011475,-0.003529502484,-0.003436678391,0.004452830739,0.006917619561,0.005956519394,-0.0005885290171,0.004421439545,-0.001624790021,-0.002787048304,0.005579624307,-0.0007678332759,0.0008700073688,-0.005132865668,-0.01301274367,0.005564020757,-0.01484746762,-0.003812724488,0.003597400544,-0.000312104949,0.003663381373,-0.003015024546,0.0004754440078,0.01041148388,0.01280047967,0.005929223778,0.007933127293
2003-02-28,-0.0016688415,-0.002335612211,-0.002645031564,-0.003555698031,,,0.005911900618,0.001609320624,-0.001430205814,-0.003249905778,-0.004421249181,0.001851060954,0.0008294246862,-0.00575440063,-0.005828975903,-0.004002497989,-0.0008976890542,-0.002490330876,-0.001886518619,-0.001940019826,0.001892350059,0.0043379238,,,-0.003965315275,-0.001036980893,-0.009880145373,-0.003762382065,-0.01077086952,,,0.006056159811,-0.002392862551,-0.006692917538,-0.0006523968287,-0.006693170457,-0.004247309948,0.004081743043,,,,,0.006192638901,0.002369277638,-0.001052122047,-0.002851660977,-0.005889214016,-0.003629988502,-0.01135649339,0.002998941459,-0.003502772244,0.003242173145,-0.001706134185,0.002584552212,0.0004564705268,0.001730952083,-0.003679304227,-0.002827912859,-0.004310390401,-0.005976357019,0.004544988763,0.005592661369,0.006044790649,-0.004364185383,-0.004052064614,-0.001672638226,-0.0009403143468,0.001442153738,0.002267486247,0.002337960225,-0.004697443559,,-0.007071079459,,-0.004551605484,0.001044895768,-0.002257738535,-9.933233944e-05,-0.01106343095,0.004870072282,-0.0008338802737,0.001135927764,0.004542309274,0.003162911919,-0.002887398823,-0.000643434394,0.001941257921,-0.0003079217497,-0.004439159553,0.0004329235087,-0.0007393460728,-0.006027411024,-0.002677622951,-0.002782921087,-0.003845800222,5.805627463e-05,-0.007990209287,-0.005052306636,0.003704584657,-0.01065732759,0.007353215899,0.003980990057,0.007667732356,0.003100437914,-0.005574793035,-0.005311136204,-0.003839243691,-0.00685056801
2003-03-31,0.0009823416138,0.0007448146124,0.0006099541623,0.003898895707,,,-0.001106506109,0.007096540998,0.0008559124928,-0.002139597727,0.006041032916,-0.01007145,0.006105599672,0.004540008274,0.007485754617,-0.008437278434,-0.005912947132,-0.0048999303,0.0008997961063,-0.0009347348732,-0.001470623021,0.00118749997,,,0.003201294641,0.0004014928507,-0.0104451534,-0.01157384766,-0.01180711967,,,0.007937450472,0.0006181355161,0.004581319259,-0.0002954989001,0.007498759045,0.002790520011,0.002205355526,,,,,-0.008316159088,-0.005523479684,0.002353017968,-0.0023564769,-0.001147939808,0.005017810973,0.008955841187,8.599984312e-05,0.001514272565,0.003566704308,0.003380938288,-0.004084595247,0.0006764919232,-0.001239826989,0.003903605232,0.0009941860155,0.003520544343,0.008507574912,0.003421146705,0.001338236477,0.000983837343,0.003874123747,0.003067119243,0.003637470526,0.001596768687,0.008802142824,-0.0002033299757,0.007402641975,-0.003963282804,,0.007706704505,,0.003127869594,6.363659491e-05,0.0006891969435,0.00228201175,0.008973247657,-0.004286492976,-0.0001851446097,0.0002065062075,-0.0008557328443,-0.001957226174,0.00310404342,-0.000195287925,0.0002321633587,0.0001974738763,0.003926005519,-0.002222602636,-0.001224779606,0.002658767528,0.002131064373,0.002395428001,-0.004874307505,-0.007783326249,0.001262930031,0.001253496316,-0.003120861234,0.009687566148,-0.0003142158144,0.003056468498,7.086665893e-05,0.002047815306,0.009383512469,0.008666240894,0.002288079869,0.009538284558
2003-04-30,-0.005501121147,-0.003950174768,-0.003207214854,0.002738092701,,,0.004888709306,0.004012690648,0.007609075792,-0.003837546735,0.004515383543,-0.01120478299,0.003904066783,0.006922223161,0.003686388216,-0.006937322659,-0.00570182997,-0.00484302573,0.001197213817,0.005460729447,-0.001511103682,-0.001240435231,,,-0.002054639333,0.003017772903,-0.01087780136,-0.01109261143,-0.0100722568,,,0.009523008104,-0.0009857523262,0.004313016921,0.008232334172,0.003278360264,0.008629992998,-0.002266735612,,,,,0.002783174716,0.006449335985,0.005158465081,-0.002610826003,-0.001604666223,-0.0008599893454,0.007146108853,-0.003403768808,0.002687053736,-0.00370794245,0.005214742603,0.0009158440652,0.002269817895,-0.001380866095,0.0008183882226,0.004445122932,0.0009558278433,0.006735049248,0.0008034355508,0.0003777836226,-0.004657506066,0.0008603305089,0.002388476692,0.003382998602,0.001389918434,-0.002442567359,-0.003638263817,0.0004158747508,-0.005866163368,,0.006638928231,,-0.003088768516,-0.001368922714,0.002469944751,0.00231616148,0.007123475717,-0.003258340933,-0.001640183003,0.00203222833,-0.002085121984,-0.003817708216,-0.001089912938,-0.0006050323152,0.002791307408,0.002552689549,0.0009915952071,-0.004186542502,-0.00336298731,0.001700098136,-0.0002515527888,-0.001260137859,-0.001081752221,-0.00785359209,0.002831069108,0.004782926549,0.003472752855,0.006541770657,-0.006543338891,-0.003348844735,-0.006999724363,-0.002926215221,0.005710066084,0.007944343758,-0.00107683815,0.007984258063
2003-05-31,0.003518109851,-0.004017134734,-0.003190450398,-0.004763915866,,,-0.0004096486662,-0.005247953357,-0.001637584411,-0.003412519976,-0.01247181495,0.003897417781,-0.009293839171,-0.0100364752,-0.009391477107,0.003688215706,-0.001644157996,0.002670062828,-0.008030602255,0.006388888008,0.008610318011,-0.0005098438479,,,0.004932069561,-0.0004331363364,0.002632745872,0.002855183214,-0.000136560866,,,0.005170991387,0.001676834209,-0.004248597434,-0.005960818965,-0.01026541856,-0.008674366734,-0.00726954595,,,,,0.003453347767,-0.001133631861,-0.002081798007,0.002652371881,-0.007782045364,-0.002163775207,-0.0121682992,0.0007040898975,-0.004617702423,-0.00135432505,-0.003076284652,0.004534173287,0.001888766549,0.0003453886392,-0.003369951845,-0.0009290599718,-0.003466274205,-0.004696793214,0.00324496999,0.001421246865,0.004649555755,-0.00176766924,-0.003982109958,-0.0008218805894,-0.003708740982,0.002311053945,-0.006580216614,-0.0008629542546,-0.0054573578,,-0.004907784778,,-0.003208451184,-0.0002628974516,-0.0010451175,0.004235612844,-0.01208197577,0.0005564448152,0.001836191634,0.001007596217,0.001164965487,0.006348062824,-0.0006384599593,0.0001192829052,-0.002423172819,-0.001149419155,-0.001814009013,0.0002242475389,-0.0001854298876,-0.003987952513,-0.002776325463,-0.002850889923,0.002381084934,-0.004970701991,-0.007525780144,-0.01042870616,0.004442734933,-0.01379722904,0.002236718386,5.654109253e-05,0.002617423213,-0.0001134932577,-0.007189729283,-0.003102355377,-0.003482909114,-0.01091560807
